ds,unique_id,y
2020-01-06,series_1,10.519134111415207
2020-01-13,series_1,11.231953983593124
2020-01-20,series_1,11.38604429355762
2020-01-27,series_1,11.1590862173578
2020-02-03,series_1,13.42875508735686
2020-02-10,series_1,11.878328943154818
2020-02-17,series_1,13.408081167510323
2020-02-24,series_1,11.205790218398644
2020-03-02,series_1,12.388232910634397
2020-03-09,series_1,12.01526762919665
2020-03-16,series_1,12.76435686288194
2020-03-23,series_1,11.526613137983553
2020-03-30,series_1,10.51246788922637
2020-04-06,series_1,10.878904947387282
2020-04-13,series_1,9.84378107360524
2020-04-20,series_1,10.157383592827031
2020-04-27,series_1,8.70778397258027
2020-05-04,series_1,8.508632397033937
2020-05-11,series_1,8.13903683802244
2020-05-18,series_1,7.495688815782456
2020-05-25,series_1,8.464219157505092
2020-06-01,series_1,8.477031111479642
2020-06-08,series_1,8.787648748431486
2020-06-15,series_1,8.497912729925343
2020-06-22,series_1,9.57401533439234
2020-06-29,series_1,10.07810004735303
2020-07-06,series_1,10.000697803568736
2020-07-13,series_1,10.113625780121309
2020-07-20,series_1,10.92488271992194
2020-07-27,series_1,10.689224816724034
2020-08-03,series_1,11.070055605344407
2020-08-10,series_1,12.444546102672637
2020-08-17,series_1,11.390974969454541
2020-08-24,series_1,11.386046296323617
2020-08-31,series_1,12.482281356053436
2020-09-07,series_1,12.149828484503509
2020-09-14,series_1,10.897066278958873
2020-09-21,series_1,11.968864391509031
2020-09-28,series_1,11.17235538295822
2020-10-05,series_1,11.363442261537609
2020-10-12,series_1,10.23463919818427
2020-10-19,series_1,10.18599668408471
2020-10-26,series_1,8.898110904298186
2020-11-02,series_1,9.20947205937744
2020-11-09,series_1,9.84989483510784
2020-11-16,series_1,8.779499805954075
2020-11-23,series_1,9.727112663959298
2020-11-30,series_1,9.719748227748251
2020-12-07,series_1,9.312928816002772
2020-12-14,series_1,11.0668991751773
2020-12-21,series_1,10.862906734871782
2020-12-28,series_1,11.389500602392056
2021-01-04,series_1,11.96043892401875
2021-01-11,series_1,11.02950297974119
2021-01-18,series_1,12.562418885896824
2021-01-25,series_1,13.315266623049835
2021-02-01,series_1,13.189158489796556
2021-02-08,series_1,13.885993055721068
2021-02-15,series_1,13.578305879847393
2021-02-22,series_1,13.6909511616722
2021-03-01,series_1,13.582870684749164
2021-03-08,series_1,13.21604912753859
2021-03-15,series_1,12.47236259100671
2021-03-22,series_1,12.925650632627935
2021-03-29,series_1,11.923813037451534
2021-04-05,series_1,11.330306922079593
2021-04-12,series_1,10.811076157334988
2021-04-19,series_1,10.028983304393085
2021-04-26,series_1,9.155185761664443
2021-05-03,series_1,8.695907741191478
2021-05-10,series_1,9.148278806767308
2021-05-17,series_1,8.616922275637263
2021-05-24,series_1,9.31614910374171
2021-05-31,series_1,9.430637139596367
2021-06-07,series_1,9.920534434114087
2021-06-14,series_1,9.658705003671926
2021-06-21,series_1,10.078096680903064
2021-06-28,series_1,10.790269178381866
2021-07-05,series_1,9.732737325875767
2021-07-12,series_1,10.737104411977853
2021-07-19,series_1,12.229728385762641
2021-07-26,series_1,12.629967766012692
2021-08-02,series_1,11.512719068934532
2021-08-09,series_1,13.135806215784788
2021-08-16,series_1,13.077412569113536
2021-08-23,series_1,13.16610775456347
2021-08-30,series_1,13.468910370455308
2021-09-06,series_1,13.119839931431427
2021-09-13,series_1,13.28969013576162
2021-09-20,series_1,12.313203620338614
2021-09-27,series_1,11.8567741669593
2021-10-04,series_1,11.738527816134763
2021-10-11,series_1,11.501229146577487
2021-10-18,series_1,10.612422816287488
2021-10-25,series_1,10.230279303853573
2021-11-01,series_1,10.443822414123913
2021-11-08,series_1,10.461776545540497
2021-11-15,series_1,10.477585335780113
2021-11-22,series_1,10.220561609206229
2021-11-29,series_1,10.613328188654013
2021-12-06,series_1,11.515349330916719
2021-12-13,series_1,11.109893955836922
2021-12-20,series_1,11.866959061793413
2021-12-27,series_1,11.977849181419044
2022-01-03,series_1,12.477391275802416
2022-01-10,series_1,12.90746884829695
2022-01-17,series_1,13.61776834251031
2022-01-24,series_1,13.931211236464277
2022-01-31,series_1,14.32394740191058
2022-02-07,series_1,14.521949559998372
2022-02-14,series_1,14.39002459747398
2022-02-21,series_1,14.302843376190816
2022-02-28,series_1,13.938407021583915
2022-03-07,series_1,13.713513492019352
2022-03-14,series_1,14.36885050421264
2022-03-21,series_1,13.765813008096146
2022-03-28,series_1,12.098543205827204
2022-04-04,series_1,12.75750241135578
2022-04-11,series_1,11.941949412985515
2022-04-18,series_1,11.152264140399373
2022-04-25,series_1,10.346245079110066
2022-05-02,series_1,11.584020087291373
2022-05-09,series_1,9.623658444664105
2022-05-16,series_1,9.743312864963423
2022-05-23,series_1,10.073065651488891
2022-05-30,series_1,9.27858998366485
2022-06-06,series_1,9.820782202573113
2022-06-13,series_1,11.276780056305425
2022-06-20,series_1,11.022118241509657
2022-06-27,series_1,12.513294543710616
2022-07-04,series_1,12.31913161468782
2022-07-11,series_1,12.266964860177806
2022-07-18,series_1,13.584834085842829
2022-07-25,series_1,13.682534935291079
2022-08-01,series_1,14.073212859949976
2022-08-08,series_1,13.827807731140199
2022-08-15,series_1,13.95453042393871
2022-08-22,series_1,14.579650299388675
2022-08-29,series_1,14.272642028271648
2022-09-05,series_1,14.540484755277221
2022-09-12,series_1,13.46010910981906
2022-09-19,series_1,13.369089150348033
2022-09-26,series_1,12.67446611827374
2022-10-03,series_1,12.59800041395402
2022-10-10,series_1,12.015845549393488
2022-10-17,series_1,11.64357743830489
2022-10-24,series_1,12.076707599046632
2022-10-31,series_1,11.68227339694545
2022-11-07,series_1,11.52864239696705
2022-11-14,series_1,12.223792972493214
2022-11-21,series_1,11.759765598489366
2022-11-28,series_1,11.866629864272205
2022-12-05,series_1,11.601940691797582
2022-12-12,series_1,11.371076259109259
2022-12-19,series_1,12.936076625352255
2022-12-26,series_1,12.971229204882682
2023-01-02,series_1,12.76050112098602
2023-01-09,series_1,13.588320259700113
2023-01-16,series_1,15.130235332371871
2023-01-23,series_1,14.445682366328459
2023-01-30,series_1,15.191666981424408
2023-02-06,series_1,15.540843087546637
2023-02-13,series_1,14.947086391738118
2023-02-20,series_1,15.80569170224898
2023-02-27,series_1,15.233625505460202
2023-03-06,series_1,15.451245137873222
2023-03-13,series_1,15.673123821688439
2023-03-20,series_1,15.14713856557758
2023-03-27,series_1,13.99688944623266
2023-04-03,series_1,13.78849418922408
2023-04-10,series_1,12.787617383694382
2023-04-17,series_1,11.7430342531118
2023-04-24,series_1,11.671538969998657
2023-05-01,series_1,11.688351891568022
2023-05-08,series_1,12.533036091665208
2023-05-15,series_1,12.186598598826436
2023-05-22,series_1,10.2495380680895
2023-05-29,series_1,11.471859590500742
2023-06-05,series_1,11.288584090745863
2023-06-12,series_1,12.21870296992917
2023-06-19,series_1,11.655389683586794
2023-06-26,series_1,13.092787502574344
2023-07-03,series_1,13.215785572092617
2023-07-10,series_1,13.463828925016953
2023-07-17,series_1,14.001011944174582
2023-07-24,series_1,14.67714348655526
2023-07-31,series_1,14.442076924542958
2023-08-07,series_1,15.797314971849005
2023-08-14,series_1,15.686724038554328
2023-08-21,series_1,15.811418067915266
2023-08-28,series_1,15.854270617890515
2023-09-04,series_1,15.151605937019104
2023-09-11,series_1,15.014099854440195
2023-09-18,series_1,15.57537276357327
2023-09-25,series_1,13.443327442905556
2023-10-02,series_1,13.68107399387164
2023-10-09,series_1,14.662072278371639
2023-10-16,series_1,13.23067091328154
2023-10-23,series_1,12.967074844444404
2023-10-30,series_1,11.806460530050462
2023-11-06,series_1,12.51773109930477
2023-11-13,series_1,12.051636309693322
2023-11-20,series_1,11.909556350593334
2023-11-27,series_1,11.75941717382152
2023-12-04,series_1,12.12168489882628
2023-12-11,series_1,13.984517460133267
2023-12-18,series_1,14.274018111886866
2023-12-25,series_1,14.769956174329522
2024-01-01,series_1,14.328119209710444
2024-01-08,series_1,14.94029583796909
2024-01-15,series_1,15.613719448584778
2024-01-22,series_1,16.503643725151733
2024-01-29,series_1,16.092487317171802
2024-02-05,series_1,17.229102427957397
2024-02-12,series_1,16.963395803440463
2024-02-19,series_1,17.11287477724117
2024-02-26,series_1,16.8367947127565
2024-03-04,series_1,16.629965957903767
2024-03-11,series_1,15.712969526043123
2024-03-18,series_1,15.57311610832278
2020-01-06,series_2,10.018601079433425
2020-01-13,series_2,11.174823236313848
2020-01-20,series_2,11.641126619006899
2020-01-27,series_2,12.372084001882575
2020-02-03,series_2,12.146183869180895
2020-02-10,series_2,13.071340871546333
2020-02-17,series_2,12.563506427710317
2020-02-24,series_2,12.182940613370372
2020-03-02,series_2,12.94653842765133
2020-03-09,series_2,12.520289949538533
2020-03-16,series_2,10.819775680689382
2020-03-23,series_2,11.060245626730605
2020-03-30,series_2,10.853524154656292
2020-04-06,series_2,10.0240273339781
